areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,,,
region,East of England,E12000006,21/01/2021,195,10018,,,
region,East of England,E12000006,20/01/2021,194,9823,,,
region,East of England,E12000006,19/01/2021,180,9629,,,
region,East of England,E12000006,18/01/2021,176,9449,,,
region,East of England,E12000006,17/01/2021,203,9273,,,
region,East of England,E12000006,16/01/2021,189,9070,,,
region,East of England,E12000006,15/01/2021,184,8881,,,
region,East of England,E12000006,14/01/2021,166,8697,,,
region,East of England,E12000006,13/01/2021,179,8531,,,
region,East of England,E12000006,12/01/2021,186,8352,,,
region,East of England,E12000006,11/01/2021,156,8166,,,
region,East of England,E12000006,10/01/2021,186,8010,,,
region,East of England,E12000006,09/01/2021,170,7824,,,
region,East of England,E12000006,08/01/2021,131,7654,,,
region,East of England,E12000006,07/01/2021,151,7523,,,
region,East of England,E12000006,06/01/2021,118,7372,,,
region,East of England,E12000006,05/01/2021,141,7254,,,
region,East of England,E12000006,04/01/2021,125,7113,,,
region,East of England,E12000006,03/01/2021,112,6988,,,
region,East of England,E12000006,02/01/2021,94,6876,,,
region,East of England,E12000006,01/01/2021,108,6782,,,
region,East of England,E12000006,31/12/2020,103,6674,,,
region,East of England,E12000006,30/12/2020,96,6571,,,
region,East of England,E12000006,29/12/2020,84,6475,,,
region,East of England,E12000006,28/12/2020,90,6391,,,
region,East of England,E12000006,27/12/2020,70,6301,,,
region,East of England,E12000006,26/12/2020,83,6231,,,
region,East of England,E12000006,25/12/2020,81,6148,,,
region,East of England,E12000006,24/12/2020,75,6067,,,
region,East of England,E12000006,23/12/2020,72,5992,,,
region,East of England,E12000006,22/12/2020,56,5920,,,
region,East of England,E12000006,21/12/2020,71,5864,,,
region,East of England,E12000006,20/12/2020,61,5793,,,
region,East of England,E12000006,19/12/2020,64,5732,,,
region,East of England,E12000006,18/12/2020,57,5668,,,
region,East of England,E12000006,17/12/2020,45,5611,,,
region,East of England,E12000006,16/12/2020,41,5566,,,
region,East of England,E12000006,15/12/2020,42,5525,,,
region,East of England,E12000006,14/12/2020,39,5483,,,
region,East of England,E12000006,13/12/2020,36,5444,,,
region,East of England,E12000006,12/12/2020,31,5408,,,
region,East of England,E12000006,11/12/2020,52,5377,,,
region,East of England,E12000006,10/12/2020,39,5325,,,
region,East of England,E12000006,09/12/2020,36,5286,,,
region,East of England,E12000006,08/12/2020,29,5250,,,
region,East of England,E12000006,07/12/2020,28,5221,,,
region,East of England,E12000006,06/12/2020,28,5193,,,
region,East of England,E12000006,05/12/2020,29,5165,,,
region,East of England,E12000006,04/12/2020,28,5136,,,
region,East of England,E12000006,03/12/2020,26,5108,,,
region,East of England,E12000006,02/12/2020,22,5082,,,
region,East of England,E12000006,01/12/2020,32,5060,,,
region,East of England,E12000006,30/11/2020,27,5028,,,
region,East of England,E12000006,29/11/2020,18,5001,,,
region,East of England,E12000006,28/11/2020,30,4983,,,
region,East of England,E12000006,27/11/2020,24,4953,,,
region,East of England,E12000006,26/11/2020,19,4929,,,
region,East of England,E12000006,25/11/2020,31,4910,,,
region,East of England,E12000006,24/11/2020,23,4879,,,
region,East of England,E12000006,23/11/2020,24,4856,,,
region,East of England,E12000006,22/11/2020,25,4832,,,
region,East of England,E12000006,21/11/2020,26,4807,,,
region,East of England,E12000006,20/11/2020,22,4781,,,
region,East of England,E12000006,19/11/2020,23,4759,,,
region,East of England,E12000006,18/11/2020,21,4736,,,
region,East of England,E12000006,17/11/2020,21,4715,,,
region,East of England,E12000006,16/11/2020,17,4694,,,
region,East of England,E12000006,15/11/2020,10,4677,,,
region,East of England,E12000006,14/11/2020,24,4667,,,
region,East of England,E12000006,13/11/2020,19,4643,,,
region,East of England,E12000006,12/11/2020,18,4624,,,
region,East of England,E12000006,11/11/2020,23,4606,,,
region,East of England,E12000006,10/11/2020,23,4583,,,
region,East of England,E12000006,09/11/2020,26,4560,,,
region,East of England,E12000006,08/11/2020,20,4534,,,
region,East of England,E12000006,07/11/2020,16,4514,,,
region,East of England,E12000006,06/11/2020,22,4498,,,
region,East of England,E12000006,05/11/2020,21,4476,,,
region,East of England,E12000006,04/11/2020,13,4455,,,
region,East of England,E12000006,03/11/2020,16,4442,,,
region,East of England,E12000006,02/11/2020,14,4426,,,
region,East of England,E12000006,01/11/2020,19,4412,,,
region,East of England,E12000006,31/10/2020,19,4393,,,
region,East of England,E12000006,30/10/2020,19,4374,,,
region,East of England,E12000006,29/10/2020,18,4355,,,
region,East of England,E12000006,28/10/2020,15,4337,,,
region,East of England,E12000006,27/10/2020,12,4322,,,
region,East of England,E12000006,26/10/2020,10,4310,,,
region,East of England,E12000006,25/10/2020,13,4300,,,
region,East of England,E12000006,24/10/2020,6,4287,,,
region,East of England,E12000006,23/10/2020,16,4281,,,
region,East of England,E12000006,22/10/2020,9,4265,,,
region,East of England,E12000006,21/10/2020,12,4256,,,
region,East of England,E12000006,20/10/2020,11,4244,,,
region,East of England,E12000006,19/10/2020,6,4233,,,
region,East of England,E12000006,18/10/2020,6,4227,,,
region,East of England,E12000006,17/10/2020,8,4221,,,
region,East of England,E12000006,16/10/2020,6,4213,,,
region,East of England,E12000006,15/10/2020,5,4207,,,
region,East of England,E12000006,14/10/2020,2,4202,,,
region,East of England,E12000006,13/10/2020,2,4200,,,
region,East of England,E12000006,12/10/2020,2,4198,,,
region,East of England,E12000006,11/10/2020,4,4196,,,
region,East of England,E12000006,10/10/2020,6,4192,,,
region,East of England,E12000006,09/10/2020,2,4186,,,
region,East of England,E12000006,08/10/2020,3,4184,,,
region,East of England,E12000006,07/10/2020,8,4181,,,
region,East of England,E12000006,06/10/2020,4,4173,,,
region,East of England,E12000006,05/10/2020,1,4169,,,
region,East of England,E12000006,04/10/2020,1,4168,,,
region,East of England,E12000006,03/10/2020,1,4167,,,
region,East of England,E12000006,02/10/2020,1,4166,,,
region,East of England,E12000006,01/10/2020,3,4165,,,
region,East of England,E12000006,30/09/2020,2,4162,,,
region,East of England,E12000006,29/09/2020,4,4160,,,
region,East of England,E12000006,28/09/2020,4,4156,,,
region,East of England,E12000006,27/09/2020,1,4152,,,
region,East of England,E12000006,26/09/2020,1,4151,,,
region,East of England,E12000006,25/09/2020,3,4150,,,
region,East of England,E12000006,24/09/2020,1,4147,,,
region,East of England,E12000006,23/09/2020,1,4146,,,
region,East of England,E12000006,22/09/2020,3,4145,,,
region,East of England,E12000006,21/09/2020,0,4142,,,
region,East of England,E12000006,20/09/2020,2,4142,,,
region,East of England,E12000006,19/09/2020,0,4140,,,
region,East of England,E12000006,18/09/2020,0,4140,,,
region,East of England,E12000006,17/09/2020,1,4140,,,
region,East of England,E12000006,16/09/2020,1,4139,,,
region,East of England,E12000006,15/09/2020,0,4138,,,
region,East of England,E12000006,14/09/2020,1,4138,,,
region,East of England,E12000006,13/09/2020,1,4137,,,
region,East of England,E12000006,12/09/2020,0,4136,,,
region,East of England,E12000006,11/09/2020,0,4136,,,
region,East of England,E12000006,10/09/2020,0,4136,,,
region,East of England,E12000006,09/09/2020,0,4136,,,
region,East of England,E12000006,08/09/2020,0,4136,,,
region,East of England,E12000006,07/09/2020,0,4136,,,
region,East of England,E12000006,06/09/2020,1,4136,,,
region,East of England,E12000006,05/09/2020,0,4135,,,
region,East of England,E12000006,04/09/2020,2,4135,,,
region,East of England,E12000006,03/09/2020,1,4133,,,
region,East of England,E12000006,02/09/2020,1,4132,,,
region,East of England,E12000006,01/09/2020,0,4131,,,
region,East of England,E12000006,31/08/2020,0,4131,,,
region,East of England,E12000006,30/08/2020,0,4131,,,
region,East of England,E12000006,29/08/2020,0,4131,,,
region,East of England,E12000006,28/08/2020,0,4131,,,
region,East of England,E12000006,27/08/2020,2,4131,,,
region,East of England,E12000006,26/08/2020,1,4129,,,
region,East of England,E12000006,25/08/2020,0,4128,,,
region,East of England,E12000006,24/08/2020,1,4128,,,
region,East of England,E12000006,23/08/2020,1,4127,,,
region,East of England,E12000006,22/08/2020,0,4126,,,
region,East of England,E12000006,21/08/2020,0,4126,,,
region,East of England,E12000006,20/08/2020,2,4126,,,
region,East of England,E12000006,19/08/2020,0,4124,,,
region,East of England,E12000006,18/08/2020,2,4124,,,
region,East of England,E12000006,17/08/2020,1,4122,,,
region,East of England,E12000006,16/08/2020,0,4121,,,
region,East of England,E12000006,15/08/2020,0,4121,,,
region,East of England,E12000006,14/08/2020,1,4121,,,
region,East of England,E12000006,13/08/2020,0,4120,,,
region,East of England,E12000006,12/08/2020,1,4120,,,
region,East of England,E12000006,11/08/2020,2,4119,,,
region,East of England,E12000006,10/08/2020,0,4117,,,
region,East of England,E12000006,09/08/2020,1,4117,,,
region,East of England,E12000006,08/08/2020,0,4116,,,
region,East of England,E12000006,07/08/2020,1,4116,,,
region,East of England,E12000006,06/08/2020,0,4115,,,
region,East of England,E12000006,05/08/2020,0,4115,,,
region,East of England,E12000006,04/08/2020,1,4115,,,
region,East of England,E12000006,03/08/2020,0,4114,,,
region,East of England,E12000006,02/08/2020,0,4114,,,
region,East of England,E12000006,01/08/2020,1,4114,,,
region,East of England,E12000006,31/07/2020,1,4113,,,
region,East of England,E12000006,30/07/2020,1,4112,,,
region,East of England,E12000006,29/07/2020,0,4111,,,
region,East of England,E12000006,28/07/2020,1,4111,,,
region,East of England,E12000006,27/07/2020,2,4110,,,
region,East of England,E12000006,26/07/2020,1,4108,,,
region,East of England,E12000006,25/07/2020,1,4107,,,
region,East of England,E12000006,24/07/2020,1,4106,,,
region,East of England,E12000006,23/07/2020,1,4105,,,
region,East of England,E12000006,22/07/2020,3,4104,,,
region,East of England,E12000006,21/07/2020,0,4101,,,
region,East of England,E12000006,20/07/2020,3,4101,,,
region,East of England,E12000006,19/07/2020,2,4098,,,
region,East of England,E12000006,18/07/2020,2,4096,,,
region,East of England,E12000006,17/07/2020,2,4094,,,
region,East of England,E12000006,16/07/2020,1,4092,,,
region,East of England,E12000006,15/07/2020,1,4091,,,
region,East of England,E12000006,14/07/2020,2,4090,,,
region,East of England,E12000006,13/07/2020,7,4088,,,
region,East of England,E12000006,12/07/2020,1,4081,,,
region,East of England,E12000006,11/07/2020,3,4080,,,
region,East of England,E12000006,10/07/2020,5,4077,,,
region,East of England,E12000006,09/07/2020,6,4072,,,
region,East of England,E12000006,08/07/2020,2,4066,,,
region,East of England,E12000006,07/07/2020,5,4064,,,
region,East of England,E12000006,06/07/2020,3,4059,,,
region,East of England,E12000006,05/07/2020,5,4056,,,
region,East of England,E12000006,04/07/2020,7,4051,,,
region,East of England,E12000006,03/07/2020,2,4044,,,
region,East of England,E12000006,02/07/2020,8,4042,,,
region,East of England,E12000006,01/07/2020,3,4034,,,
region,East of England,E12000006,30/06/2020,5,4031,,,
region,East of England,E12000006,29/06/2020,6,4026,,,
region,East of England,E12000006,28/06/2020,6,4020,,,
region,East of England,E12000006,27/06/2020,7,4014,,,
region,East of England,E12000006,26/06/2020,4,4007,,,
region,East of England,E12000006,25/06/2020,3,4003,,,
region,East of England,E12000006,24/06/2020,7,4000,,,
region,East of England,E12000006,23/06/2020,4,3993,,,
region,East of England,E12000006,22/06/2020,11,3989,,,
region,East of England,E12000006,21/06/2020,6,3978,,,
region,East of England,E12000006,20/06/2020,8,3972,,,
region,East of England,E12000006,19/06/2020,8,3964,,,
region,East of England,E12000006,18/06/2020,5,3956,,,
region,East of England,E12000006,17/06/2020,9,3951,,,
region,East of England,E12000006,16/06/2020,4,3942,,,
region,East of England,E12000006,15/06/2020,8,3938,,,
region,East of England,E12000006,14/06/2020,8,3930,,,
region,East of England,E12000006,13/06/2020,7,3922,,,
region,East of England,E12000006,12/06/2020,8,3915,,,
region,East of England,E12000006,11/06/2020,4,3907,,,
region,East of England,E12000006,10/06/2020,14,3903,,,
region,East of England,E12000006,09/06/2020,8,3889,,,
region,East of England,E12000006,08/06/2020,12,3881,,,
region,East of England,E12000006,07/06/2020,11,3869,,,
region,East of England,E12000006,06/06/2020,9,3858,,,
region,East of England,E12000006,05/06/2020,17,3849,,,
region,East of England,E12000006,04/06/2020,15,3832,,,
region,East of England,E12000006,03/06/2020,14,3817,,,
region,East of England,E12000006,02/06/2020,19,3803,,,
region,East of England,E12000006,01/06/2020,16,3784,,,
region,East of England,E12000006,31/05/2020,10,3768,,,
region,East of England,E12000006,30/05/2020,17,3758,,,
region,East of England,E12000006,29/05/2020,28,3741,,,
region,East of England,E12000006,28/05/2020,25,3713,,,
region,East of England,E12000006,27/05/2020,19,3688,,,
region,East of England,E12000006,26/05/2020,21,3669,,,
region,East of England,E12000006,25/05/2020,27,3648,,,
region,East of England,E12000006,24/05/2020,25,3621,,,
region,East of England,E12000006,23/05/2020,25,3596,,,
region,East of England,E12000006,22/05/2020,24,3571,,,
region,East of England,E12000006,21/05/2020,24,3547,,,
region,East of England,E12000006,20/05/2020,41,3523,,,
region,East of England,E12000006,19/05/2020,21,3482,,,
region,East of England,E12000006,18/05/2020,37,3461,,,
region,East of England,E12000006,17/05/2020,33,3424,,,
region,East of England,E12000006,16/05/2020,35,3391,,,
region,East of England,E12000006,15/05/2020,30,3356,,,
region,East of England,E12000006,14/05/2020,33,3326,,,
region,East of England,E12000006,13/05/2020,34,3293,,,
region,East of England,E12000006,12/05/2020,35,3259,,,
region,East of England,E12000006,11/05/2020,25,3224,,,
region,East of England,E12000006,10/05/2020,34,3199,,,
region,East of England,E12000006,09/05/2020,42,3165,,,
region,East of England,E12000006,08/05/2020,36,3123,,,
region,East of England,E12000006,07/05/2020,48,3087,,,
region,East of England,E12000006,06/05/2020,50,3039,,,
region,East of England,E12000006,05/05/2020,48,2989,,,
region,East of England,E12000006,04/05/2020,36,2941,,,
