Region,Date,New Cases,New Cases (cumulative),Reinfections,Reinfections (cumulative),New Daily Deaths,New Daily Deaths (cumulative),New Hospital Admissions,New Hospital Admissions (cumulative),"New Vaccinations, 1st dose","New Vaccinations, 1st dose (cumulative)","New Vaccinations, 2nd dose","New Vaccinations, 2nd dose (cumulative)","New Vaccinations, Booster","New Vaccinations, Booster (cumulative)"
South West,09/01/2022,6413,1074237,453.0,25104.0,18.0,8497.0,118.0,40647.0,2394.0,4545567.0,2597.0,4241192.0,13586.0,3405375.0
South West,08/01/2022,6130,1067824,447.0,24651.0,14.0,8479.0,131.0,40529.0,2931.0,4543173.0,3477.0,4238595.0,21650.0,3391789.0
South West,07/01/2022,7595,1061694,616.0,24204.0,12.0,8465.0,105.0,40398.0,1596.0,4540242.0,2302.0,4235118.0,19714.0,3370139.0
South West,06/01/2022,11010,1054099,924.0,23588.0,11.0,8453.0,138.0,40293.0,1986.0,4538646.0,2674.0,4232816.0,20688.0,3350425.0
South West,05/01/2022,12430,1043089,1093.0,22664.0,12.0,8442.0,140.0,40155.0,2183.0,4536660.0,3012.0,4230142.0,22106.0,3329737.0
South West,04/01/2022,17082,1030659,1381.0,21571.0,11.0,8430.0,149.0,40015.0,2036.0,4534477.0,2965.0,4227130.0,19656.0,3307631.0
South West,03/01/2022,14074,1013577,1127.0,20190.0,17.0,8419.0,176.0,39866.0,1900.0,4532441.0,1842.0,4224165.0,15086.0,3287975.0
South West,02/01/2022,11611,999503,853.0,19063.0,10.0,8402.0,130.0,39690.0,902.0,4530541.0,1281.0,4222323.0,12193.0,3272889.0
South West,01/01/2022,7386,987892,440.0,18210.0,8.0,8392.0,106.0,39560.0,103.0,4529639.0,206.0,4221042.0,1285.0,3260696.0
South West,31/12/2021,11791,980506,792.0,17770.0,14.0,8384.0,109.0,39454.0,1252.0,4529536.0,1606.0,4220836.0,13827.0,3259411.0
South West,30/12/2021,13957,968715,959.0,16978.0,17.0,8370.0,143.0,39345.0,3045.0,4528284.0,3714.0,4219230.0,36855.0,3245584.0
South West,29/12/2021,14465,954758,896.0,16019.0,10.0,8353.0,160.0,39202.0,3043.0,4525239.0,3924.0,4215516.0,38457.0,3208729.0
South West,28/12/2021,11542,940293,697.0,15123.0,13.0,8343.0,173.0,39042.0,2309.0,4522196.0,2673.0,4211592.0,34935.0,3170272.0
South West,27/12/2021,10202,928751,631.0,14426.0,9.0,8330.0,132.0,38869.0,1472.0,4519887.0,1923.0,4208919.0,27306.0,3135337.0
South West,26/12/2021,7706,918549,473.0,13795.0,11.0,8321.0,91.0,38737.0,62.0,4518415.0,112.0,4206996.0,1092.0,3108031.0
South West,25/12/2021,4353,910843,253.0,13322.0,7.0,8310.0,81.0,38646.0,2.0,4518353.0,5.0,4206884.0,23.0,3106939.0
South West,24/12/2021,8247,906490,546.0,13069.0,7.0,8303.0,73.0,38565.0,565.0,4518351.0,865.0,4206879.0,11982.0,3106916.0
South West,23/12/2021,9288,898243,639.0,12523.0,7.0,8296.0,90.0,38492.0,2458.0,4517786.0,3919.0,4206014.0,56039.0,3094934.0
South West,22/12/2021,9296,888955,601.0,11884.0,8.0,8289.0,78.0,38402.0,3618.0,4515328.0,5077.0,4202095.0,81803.0,3038895.0
South West,21/12/2021,8183,879659,515.0,11283.0,8.0,8281.0,86.0,38324.0,3198.0,4511710.0,4731.0,4197018.0,94475.0,2957092.0
South West,20/12/2021,7495,871476,439.0,10768.0,8.0,8273.0,87.0,38238.0,2569.0,4508512.0,4324.0,4192287.0,93569.0,2862617.0
South West,19/12/2021,5252,863981,322.0,10329.0,10.0,8265.0,67.0,38151.0,3237.0,4505943.0,3977.0,4187963.0,92488.0,2769048.0
South West,18/12/2021,5103,858729,297.0,10007.0,13.0,8255.0,59.0,38084.0,2831.0,4502706.0,3946.0,4183986.0,109767.0,2676560.0
South West,17/12/2021,5519,853626,311.0,9710.0,15.0,8242.0,82.0,38025.0,2418.0,4499875.0,3568.0,4180040.0,85685.0,2566793.0
South West,16/12/2021,6113,848107,326.0,9399.0,10.0,8227.0,73.0,37943.0,2373.0,4497457.0,4163.0,4176472.0,89148.0,2481108.0
South West,15/12/2021,6910,841994,330.0,9073.0,8.0,8217.0,98.0,37870.0,1786.0,4495084.0,3346.0,4172309.0,74804.0,2391960.0
South West,14/12/2021,6174,835084,291.0,8743.0,16.0,8209.0,83.0,37772.0,2186.0,4493298.0,3099.0,4168963.0,61014.0,2317156.0
South West,13/12/2021,5772,828910,192.0,8452.0,9.0,8193.0,84.0,37689.0,1726.0,4491112.0,2276.0,4165864.0,41261.0,2256142.0
South West,12/12/2021,3741,823138,84.0,8260.0,12.0,8184.0,72.0,37605.0,2027.0,4489386.0,2590.0,4163588.0,32685.0,2214881.0
South West,11/12/2021,3612,819397,71.0,8176.0,6.0,8172.0,71.0,37533.0,1650.0,4487359.0,2941.0,4160998.0,59775.0,2182196.0
South West,10/12/2021,4149,815785,91.0,8105.0,10.0,8166.0,74.0,37462.0,1570.0,4485709.0,2527.0,4158057.0,40457.0,2122421.0
South West,09/12/2021,4669,811636,89.0,8014.0,13.0,8156.0,99.0,37388.0,1460.0,4484139.0,2929.0,4155530.0,45093.0,2081964.0
South West,08/12/2021,4837,806967,76.0,7925.0,8.0,8143.0,99.0,37289.0,1601.0,4482679.0,2741.0,4152601.0,39360.0,2036871.0
South West,07/12/2021,4934,802130,87.0,7849.0,6.0,8135.0,83.0,37190.0,1395.0,4481078.0,2100.0,4149860.0,34489.0,1997511.0
South West,06/12/2021,5557,797196,73.0,7762.0,10.0,8129.0,89.0,37107.0,1374.0,4479683.0,1658.0,4147760.0,26760.0,1963022.0
South West,05/12/2021,3858,791639,43.0,7689.0,10.0,8119.0,81.0,37018.0,1927.0,4478309.0,1805.0,4146102.0,19835.0,1936262.0
South West,04/12/2021,3823,787781,58.0,7646.0,10.0,8109.0,63.0,36937.0,1913.0,4476382.0,3511.0,4144297.0,47872.0,1916427.0
South West,03/12/2021,4363,783958,61.0,7588.0,7.0,8099.0,68.0,36874.0,1789.0,4474469.0,2440.0,4140786.0,37907.0,1868555.0
South West,02/12/2021,4900,779595,59.0,7527.0,7.0,8092.0,77.0,36806.0,1869.0,4472680.0,3024.0,4138346.0,42483.0,1830648.0
South West,01/12/2021,5321,774695,74.0,7468.0,15.0,8085.0,79.0,36729.0,1835.0,4470811.0,3210.0,4135322.0,39058.0,1788165.0
South West,30/11/2021,5507,769374,68.0,7394.0,8.0,8070.0,97.0,36650.0,1887.0,4468976.0,2646.0,4132112.0,36402.0,1749107.0
South West,29/11/2021,5801,763867,89.0,7326.0,11.0,8062.0,79.0,36553.0,1496.0,4467089.0,1963.0,4129466.0,29245.0,1712705.0
South West,28/11/2021,4134,758066,42.0,7237.0,11.0,8051.0,58.0,36474.0,1319.0,4465593.0,2190.0,4127503.0,24220.0,1683460.0
South West,27/11/2021,3346,753932,26.0,7195.0,12.0,8040.0,75.0,36416.0,1839.0,4464274.0,2891.0,4125313.0,57009.0,1659240.0
South West,26/11/2021,4074,750586,53.0,7169.0,9.0,8028.0,72.0,36341.0,1663.0,4462435.0,2025.0,4122422.0,36081.0,1602231.0
South West,25/11/2021,4290,746512,54.0,7116.0,10.0,8019.0,90.0,36269.0,2382.0,4460772.0,2153.0,4120397.0,40210.0,1566150.0
South West,24/11/2021,4554,742222,47.0,7062.0,6.0,8009.0,98.0,36179.0,2297.0,4458390.0,2040.0,4118244.0,36407.0,1525940.0
South West,23/11/2021,4817,737668,65.0,7015.0,14.0,8003.0,81.0,36081.0,2327.0,4456093.0,1853.0,4116204.0,33554.0,1489533.0
South West,22/11/2021,5036,732851,49.0,6950.0,13.0,7989.0,91.0,36000.0,1862.0,4453766.0,1233.0,4114351.0,24822.0,1455979.0
South West,21/11/2021,3829,727815,37.0,6901.0,10.0,7976.0,74.0,35909.0,1737.0,4451904.0,985.0,4113118.0,18338.0,1431157.0
South West,20/11/2021,3624,723986,38.0,6864.0,7.0,7966.0,90.0,35835.0,1662.0,4450167.0,1741.0,4112133.0,53370.0,1412819.0
South West,19/11/2021,3886,720362,53.0,6826.0,8.0,7959.0,71.0,35745.0,2172.0,4448505.0,1678.0,4110392.0,34109.0,1359449.0
South West,18/11/2021,4422,716476,61.0,6773.0,9.0,7951.0,67.0,35674.0,3499.0,4446333.0,1569.0,4108714.0,36293.0,1325340.0
South West,17/11/2021,4644,712054,46.0,6712.0,10.0,7942.0,107.0,35607.0,3057.0,4442834.0,1742.0,4107145.0,34000.0,1289047.0
South West,16/11/2021,4887,707410,76.0,6666.0,14.0,7932.0,76.0,35500.0,3194.0,4439777.0,1551.0,4105403.0,32924.0,1255047.0
South West,15/11/2021,5227,702523,82.0,6590.0,17.0,7918.0,78.0,35424.0,3827.0,4436583.0,1088.0,4103852.0,22403.0,1222123.0
South West,14/11/2021,3661,697296,27.0,6508.0,12.0,7901.0,66.0,35346.0,2176.0,4432756.0,1054.0,4102764.0,17436.0,1199720.0
South West,13/11/2021,3454,693635,32.0,6481.0,3.0,7889.0,58.0,35280.0,2829.0,4430580.0,1503.0,4101710.0,49904.0,1182284.0
South West,12/11/2021,3931,690181,43.0,6449.0,10.0,7886.0,86.0,35222.0,2689.0,4427751.0,1689.0,4100207.0,34503.0,1132380.0
South West,11/11/2021,4134,686250,55.0,6406.0,14.0,7876.0,101.0,35136.0,3528.0,4425062.0,1727.0,4098518.0,34260.0,1097877.0
South West,10/11/2021,4424,682116,60.0,6351.0,10.0,7862.0,97.0,35035.0,3528.0,4421534.0,2021.0,4096791.0,31976.0,1063617.0
South West,09/11/2021,4297,677692,53.0,6291.0,19.0,7852.0,96.0,34938.0,4107.0,4418006.0,1378.0,4094770.0,30432.0,1031641.0
South West,08/11/2021,4594,673395,63.0,6238.0,10.0,7833.0,104.0,34842.0,3442.0,4413899.0,1427.0,4093392.0,25262.0,1001209.0
South West,07/11/2021,3193,668801,29.0,6175.0,13.0,7823.0,98.0,34738.0,2510.0,4410457.0,1069.0,4091965.0,16416.0,975947.0
South West,06/11/2021,2732,665608,29.0,6146.0,13.0,7810.0,76.0,34640.0,2676.0,4407947.0,1850.0,4090896.0,48358.0,959531.0
South West,05/11/2021,3037,662876,37.0,6117.0,15.0,7797.0,84.0,34564.0,3605.0,4405271.0,1975.0,4089046.0,34562.0,911173.0
South West,04/11/2021,3341,659839,43.0,6080.0,9.0,7782.0,68.0,34480.0,4636.0,4401666.0,1354.0,4087071.0,32437.0,876611.0
South West,03/11/2021,3489,656498,40.0,6037.0,15.0,7773.0,92.0,34412.0,4529.0,4397030.0,1575.0,4085717.0,29632.0,844174.0
South West,02/11/2021,3829,653009,46.0,5997.0,13.0,7758.0,89.0,34320.0,3590.0,4392501.0,1578.0,4084142.0,28613.0,814542.0
South West,01/11/2021,4567,649180,57.0,5951.0,10.0,7745.0,114.0,34231.0,3324.0,4388911.0,1212.0,4082564.0,20262.0,785929.0
South West,31/10/2021,3809,644613,36.0,5894.0,14.0,7735.0,103.0,34117.0,2068.0,4385587.0,1663.0,4081352.0,12588.0,765667.0
South West,30/10/2021,3546,640804,36.0,5858.0,8.0,7721.0,95.0,34014.0,3437.0,4383519.0,1565.0,4079689.0,42015.0,753079.0
South West,29/10/2021,4307,637258,55.0,5822.0,17.0,7713.0,102.0,33919.0,5114.0,4380082.0,1832.0,4078124.0,24021.0,711064.0
South West,28/10/2021,4704,632951,64.0,5767.0,16.0,7696.0,96.0,33817.0,5929.0,4374968.0,1591.0,4076292.0,24083.0,687043.0
South West,27/10/2021,4703,628247,49.0,5703.0,13.0,7680.0,101.0,33721.0,4814.0,4369039.0,2006.0,4074701.0,22949.0,662960.0
South West,26/10/2021,4878,623544,50.0,5654.0,22.0,7667.0,118.0,33620.0,4453.0,4364225.0,1594.0,4072695.0,20707.0,640011.0
South West,25/10/2021,5351,618666,61.0,5604.0,6.0,7645.0,133.0,33502.0,3495.0,4359772.0,1549.0,4071101.0,16491.0,619304.0
South West,24/10/2021,4083,613315,38.0,5543.0,8.0,7639.0,93.0,33369.0,1182.0,4356277.0,1176.0,4069552.0,14710.0,602813.0
South West,23/10/2021,4160,609232,29.0,5505.0,21.0,7631.0,96.0,33276.0,2320.0,4355095.0,1876.0,4068376.0,39399.0,588103.0
South West,22/10/2021,4795,605072,53.0,5476.0,12.0,7610.0,65.0,33180.0,2389.0,4352775.0,2604.0,4066500.0,30021.0,548704.0
South West,21/10/2021,5407,600277,57.0,5423.0,13.0,7598.0,98.0,33115.0,2695.0,4350386.0,1982.0,4063896.0,27820.0,518683.0
South West,20/10/2021,6422,594870,57.0,5366.0,5.0,7585.0,97.0,33017.0,3468.0,4347691.0,2253.0,4061914.0,24344.0,490863.0
South West,19/10/2021,6393,588448,61.0,5309.0,6.0,7580.0,100.0,32920.0,3690.0,4344223.0,2060.0,4059661.0,20315.0,466519.0
South West,18/10/2021,7666,582055,67.0,5248.0,11.0,7574.0,118.0,32820.0,2764.0,4340533.0,2107.0,4057601.0,15992.0,446204.0
South West,17/10/2021,6047,574389,38.0,5181.0,8.0,7563.0,105.0,32702.0,658.0,4337769.0,1563.0,4055494.0,12370.0,430212.0
South West,16/10/2021,5250,568342,49.0,5143.0,8.0,7555.0,78.0,32597.0,1254.0,4337111.0,2214.0,4053931.0,40651.0,417842.0
South West,15/10/2021,6324,563092,47.0,5094.0,11.0,7547.0,68.0,32519.0,3436.0,4335857.0,3024.0,4051717.0,23492.0,377191.0
South West,14/10/2021,5725,556768,60.0,5047.0,13.0,7536.0,71.0,32451.0,2616.0,4332421.0,2232.0,4048693.0,22912.0,353699.0
South West,13/10/2021,5866,551043,57.0,4987.0,8.0,7523.0,97.0,32380.0,2492.0,4329805.0,2467.0,4046461.0,19299.0,330787.0
South West,12/10/2021,5809,545177,65.0,4930.0,7.0,7515.0,89.0,32283.0,3124.0,4327313.0,2104.0,4043994.0,18244.0,311488.0
South West,11/10/2021,4338,539368,43.0,4865.0,8.0,7508.0,75.0,32194.0,2137.0,4324189.0,1932.0,4041890.0,14433.0,293244.0
South West,10/10/2021,3117,535030,36.0,4822.0,6.0,7500.0,71.0,32119.0,825.0,4322052.0,1523.0,4039958.0,12673.0,278811.0
South West,09/10/2021,2377,531913,18.0,4786.0,7.0,7494.0,71.0,32048.0,1069.0,4321227.0,2192.0,4038435.0,35025.0,266138.0
South West,08/10/2021,2688,529536,41.0,4768.0,5.0,7487.0,83.0,31977.0,2453.0,4320158.0,2793.0,4036243.0,20640.0,231113.0
South West,07/10/2021,2691,526848,31.0,4727.0,9.0,7482.0,94.0,31894.0,2517.0,4317705.0,2989.0,4033450.0,20116.0,210473.0
South West,06/10/2021,2455,524157,24.0,4696.0,6.0,7473.0,77.0,31800.0,2059.0,4315188.0,2739.0,4030461.0,20772.0,190357.0
South West,05/10/2021,2508,521702,27.0,4672.0,8.0,7467.0,92.0,31723.0,2555.0,4313129.0,2623.0,4027722.0,16056.0,169585.0
South West,04/10/2021,3025,519194,23.0,4645.0,12.0,7459.0,79.0,31631.0,2042.0,4310574.0,2274.0,4025099.0,11937.0,153529.0
South West,03/10/2021,2170,516169,20.0,4622.0,5.0,7447.0,59.0,31552.0,799.0,4308532.0,1845.0,4022825.0,10891.0,141592.0
South West,02/10/2021,1676,513999,13.0,4602.0,11.0,7442.0,55.0,31493.0,1542.0,4307733.0,2396.0,4020980.0,20761.0,130701.0
South West,01/10/2021,2163,512323,23.0,4589.0,9.0,7431.0,64.0,31438.0,2900.0,4306191.0,3202.0,4018584.0,14103.0,109940.0
South West,30/09/2021,2568,510160,20.0,4566.0,9.0,7422.0,64.0,31374.0,2887.0,4303291.0,3416.0,4015382.0,13452.0,95837.0
South West,29/09/2021,2412,507592,17.0,4546.0,7.0,7413.0,62.0,31310.0,2535.0,4300404.0,2977.0,4011966.0,13071.0,82385.0
South West,28/09/2021,2733,505180,34.0,4529.0,6.0,7406.0,62.0,31248.0,2335.0,4297869.0,2904.0,4008989.0,10727.0,69314.0
South West,27/09/2021,2861,502447,38.0,4495.0,10.0,7400.0,75.0,31186.0,1715.0,4295534.0,2933.0,4006085.0,9427.0,58587.0
South West,26/09/2021,2631,499586,34.0,4457.0,8.0,7390.0,59.0,31111.0,742.0,4293819.0,1889.0,4003152.0,6088.0,49160.0
South West,25/09/2021,2432,496955,28.0,4423.0,11.0,7382.0,58.0,31052.0,1159.0,4293077.0,4059.0,4001263.0,14217.0,43072.0
South West,24/09/2021,2723,494523,31.0,4395.0,6.0,7371.0,56.0,30994.0,1476.0,4291918.0,4032.0,3997204.0,7748.0,28855.0
South West,23/09/2021,2918,491800,39.0,4364.0,9.0,7365.0,58.0,30938.0,1688.0,4290442.0,4912.0,3993172.0,4846.0,21107.0
South West,22/09/2021,2225,488882,23.0,4325.0,11.0,7356.0,67.0,30880.0,1159.0,4288754.0,3622.0,3988260.0,3506.0,16261.0
South West,21/09/2021,2160,486657,29.0,4302.0,7.0,7345.0,52.0,30813.0,1657.0,4287595.0,4378.0,3984638.0,1795.0,12755.0
South West,20/09/2021,2171,484497,28.0,4273.0,7.0,7338.0,61.0,30761.0,1072.0,4285938.0,3764.0,3980260.0,547.0,10960.0
South West,19/09/2021,2264,482326,28.0,4245.0,7.0,7331.0,49.0,30700.0,785.0,4284866.0,2565.0,3976496.0,3293.0,10413.0
South West,18/09/2021,2201,480062,29.0,4217.0,7.0,7324.0,49.0,30651.0,1698.0,4284081.0,6299.0,3973931.0,3991.0,7120.0
South West,17/09/2021,2151,477861,19.0,4188.0,13.0,7317.0,69.0,30602.0,1392.0,4282383.0,5780.0,3967632.0,684.0,3129.0
South West,16/09/2021,1777,475710,27.0,4169.0,10.0,7304.0,69.0,30533.0,1568.0,4280991.0,6173.0,3961852.0,762.0,2445.0
South West,15/09/2021,1635,473933,15.0,4142.0,7.0,7294.0,78.0,30464.0,1788.0,4279423.0,7152.0,3955679.0,120.0,1683.0
South West,14/09/2021,1625,472298,16.0,4127.0,13.0,7287.0,72.0,30386.0,1350.0,4277635.0,6229.0,3948527.0,230.0,1563.0
South West,13/09/2021,1816,470673,29.0,4111.0,7.0,7274.0,73.0,30314.0,1110.0,4276285.0,5973.0,3942298.0,16.0,1333.0
South West,12/09/2021,1210,468857,18.0,4082.0,6.0,7267.0,60.0,30241.0,1010.0,4275175.0,4585.0,3936325.0,7.0,1317.0
South West,11/09/2021,1132,467647,16.0,4064.0,9.0,7261.0,59.0,30181.0,3012.0,4274165.0,10473.0,3931740.0,11.0,1310.0
South West,10/09/2021,1594,466515,30.0,4048.0,7.0,7252.0,75.0,30122.0,1553.0,4271153.0,8476.0,3921267.0,6.0,1299.0
South West,09/09/2021,2392,464921,23.0,4018.0,12.0,7245.0,82.0,30047.0,2132.0,4269600.0,11073.0,3912791.0,5.0,1293.0
South West,08/09/2021,1936,462529,27.0,3995.0,13.0,7233.0,88.0,29965.0,1883.0,4267468.0,9583.0,3901718.0,6.0,1288.0
South West,07/09/2021,2054,460593,21.0,3968.0,8.0,7220.0,80.0,29877.0,2233.0,4265585.0,8663.0,3892135.0,2.0,1282.0
South West,06/09/2021,3287,458539,28.0,3947.0,18.0,7212.0,89.0,29797.0,1797.0,4263352.0,8870.0,3883472.0,8.0,1280.0
South West,05/09/2021,2442,455252,21.0,3919.0,10.0,7194.0,62.0,29708.0,1378.0,4261555.0,6128.0,3874602.0,1.0,1272.0
South West,04/09/2021,2452,452810,20.0,3898.0,5.0,7184.0,83.0,29646.0,3112.0,4260177.0,13717.0,3868474.0,9.0,1271.0
South West,03/09/2021,3180,450358,35.0,3878.0,11.0,7179.0,82.0,29563.0,2486.0,4257065.0,11568.0,3854757.0,5.0,1262.0
South West,02/09/2021,3392,447178,34.0,3843.0,12.0,7168.0,97.0,29481.0,3589.0,4254579.0,13162.0,3843189.0,14.0,1257.0
South West,01/09/2021,3448,443786,32.0,3809.0,10.0,7156.0,84.0,29384.0,3175.0,4250990.0,11142.0,3830027.0,10.0,1243.0
South West,31/08/2021,3804,440338,48.0,3777.0,7.0,7146.0,71.0,29300.0,3155.0,4247815.0,10399.0,3818885.0,6.0,1233.0
South West,30/08/2021,2714,436534,38.0,3729.0,9.0,7139.0,71.0,29229.0,1764.0,4244660.0,6604.0,3808486.0,4.0,1227.0
South West,29/08/2021,2069,433820,23.0,3691.0,16.0,7130.0,69.0,29158.0,1885.0,4242896.0,6266.0,3801882.0,3.0,1223.0
South West,28/08/2021,2343,431751,28.0,3668.0,10.0,7114.0,76.0,29089.0,3388.0,4241011.0,12199.0,3795616.0,4.0,1220.0
South West,27/08/2021,2844,429408,29.0,3640.0,5.0,7104.0,71.0,29013.0,3631.0,4237623.0,13231.0,3783417.0,4.0,1216.0
South West,26/08/2021,3313,426564,48.0,3611.0,15.0,7099.0,97.0,28942.0,4881.0,4233992.0,15016.0,3770186.0,11.0,1212.0
South West,25/08/2021,3403,423251,40.0,3563.0,8.0,7084.0,92.0,28845.0,7705.0,4229111.0,15372.0,3755170.0,4.0,1201.0
South West,24/08/2021,3621,419848,41.0,3523.0,10.0,7076.0,70.0,28753.0,4951.0,4221406.0,13959.0,3739798.0,8.0,1197.0
South West,23/08/2021,3817,416227,44.0,3482.0,9.0,7066.0,83.0,28683.0,3269.0,4216455.0,13545.0,3725839.0,3.0,1189.0
South West,22/08/2021,2714,412410,20.0,3438.0,11.0,7057.0,50.0,28600.0,2921.0,4213186.0,10657.0,3712294.0,3.0,1186.0
South West,21/08/2021,3018,409696,33.0,3418.0,11.0,7046.0,73.0,28550.0,8166.0,4210265.0,21276.0,3701637.0,3.0,1183.0
South West,20/08/2021,3574,406678,50.0,3385.0,8.0,7035.0,69.0,28477.0,5502.0,4202099.0,16034.0,3680361.0,9.0,1180.0
South West,19/08/2021,4288,403104,50.0,3335.0,13.0,7027.0,66.0,28408.0,4984.0,4196597.0,15910.0,3664327.0,13.0,1171.0
South West,18/08/2021,5143,398816,72.0,3285.0,9.0,7014.0,56.0,28342.0,3896.0,4191613.0,19954.0,3648417.0,7.0,1158.0
South West,17/08/2021,5369,393673,81.0,3213.0,8.0,7005.0,80.0,28286.0,2430.0,4187717.0,12079.0,3628463.0,8.0,1151.0
South West,16/08/2021,4341,388304,44.0,3132.0,4.0,6997.0,70.0,28206.0,2180.0,4185287.0,12389.0,3616384.0,5.0,1143.0
South West,15/08/2021,2500,383963,23.0,3088.0,3.0,6993.0,55.0,28136.0,1450.0,4183107.0,9907.0,3603995.0,5.0,1138.0
South West,14/08/2021,2385,381463,20.0,3065.0,6.0,6990.0,66.0,28081.0,3154.0,4181657.0,18689.0,3594088.0,5.0,1133.0
South West,13/08/2021,2791,379078,32.0,3045.0,6.0,6984.0,71.0,28015.0,2870.0,4178503.0,17651.0,3575399.0,12.0,1128.0
South West,12/08/2021,3110,376287,35.0,3013.0,6.0,6978.0,77.0,27944.0,2521.0,4175633.0,17064.0,3557748.0,8.0,1116.0
South West,11/08/2021,3237,373177,40.0,2978.0,1.0,6972.0,58.0,27867.0,2546.0,4173112.0,19459.0,3540684.0,6.0,1108.0
South West,10/08/2021,3186,369940,45.0,2938.0,3.0,6971.0,65.0,27809.0,2286.0,4170566.0,12846.0,3521225.0,10.0,1102.0
South West,09/08/2021,3206,366754,42.0,2893.0,7.0,6968.0,59.0,27744.0,1797.0,4168280.0,12240.0,3508379.0,3.0,1092.0
South West,08/08/2021,2311,363548,23.0,2851.0,7.0,6961.0,46.0,27685.0,1513.0,4166483.0,7162.0,3496139.0,5.0,1089.0
South West,07/08/2021,2259,361237,24.0,2828.0,6.0,6954.0,52.0,27639.0,3086.0,4164970.0,22586.0,3488977.0,9.0,1084.0
South West,06/08/2021,2909,358978,42.0,2804.0,7.0,6948.0,66.0,27587.0,2277.0,4161884.0,15139.0,3466391.0,13.0,1075.0
South West,05/08/2021,3082,356069,45.0,2762.0,4.0,6941.0,58.0,27521.0,2756.0,4159607.0,13270.0,3451252.0,5.0,1062.0
South West,04/08/2021,3193,352987,37.0,2717.0,4.0,6937.0,82.0,27463.0,2386.0,4156851.0,13111.0,3437982.0,7.0,1057.0
South West,03/08/2021,3180,349794,42.0,2680.0,5.0,6933.0,43.0,27381.0,1945.0,4154465.0,11779.0,3424871.0,9.0,1050.0
South West,02/08/2021,2784,346614,33.0,2638.0,4.0,6928.0,70.0,27338.0,1715.0,4152520.0,9765.0,3413092.0,4.0,1041.0
South West,01/08/2021,2066,343830,32.0,2605.0,9.0,6924.0,64.0,27268.0,1835.0,4150805.0,9320.0,3403327.0,2.0,1037.0
South West,31/07/2021,2007,341764,29.0,2573.0,3.0,6915.0,34.0,27204.0,2669.0,4148970.0,17128.0,3394007.0,3.0,1035.0
South West,30/07/2021,2361,339757,45.0,2544.0,6.0,6912.0,54.0,27170.0,2371.0,4146301.0,14373.0,3376879.0,5.0,1032.0
South West,29/07/2021,2812,337396,33.0,2499.0,2.0,6906.0,64.0,27116.0,2846.0,4143930.0,13945.0,3362506.0,6.0,1027.0
South West,28/07/2021,3019,334584,48.0,2466.0,8.0,6904.0,60.0,27052.0,3717.0,4141084.0,14477.0,3348561.0,5.0,1021.0
South West,27/07/2021,2874,331565,48.0,2418.0,4.0,6896.0,79.0,26992.0,2266.0,4137367.0,9591.0,3334084.0,9.0,1016.0
South West,26/07/2021,2768,328691,34.0,2370.0,2.0,6892.0,79.0,26913.0,2634.0,4135101.0,11971.0,3324493.0,18.0,1007.0
South West,25/07/2021,2033,325923,15.0,2336.0,5.0,6890.0,83.0,26834.0,2024.0,4132467.0,9082.0,3312522.0,4.0,989.0
South West,24/07/2021,1944,323890,21.0,2321.0,4.0,6885.0,50.0,26751.0,3590.0,4130443.0,16172.0,3303440.0,13.0,985.0
South West,23/07/2021,2516,321946,28.0,2300.0,10.0,6881.0,58.0,26701.0,2983.0,4126853.0,13143.0,3287268.0,8.0,972.0
South West,22/07/2021,2581,319430,26.0,2272.0,5.0,6871.0,78.0,26643.0,4187.0,4123870.0,14328.0,3274125.0,6.0,964.0
South West,21/07/2021,3026,316849,45.0,2246.0,1.0,6866.0,63.0,26565.0,4431.0,4119683.0,15576.0,3259797.0,9.0,958.0
South West,20/07/2021,3482,313823,49.0,2201.0,1.0,6865.0,68.0,26502.0,3325.0,4115252.0,11867.0,3244221.0,6.0,949.0
South West,19/07/2021,4021,310341,43.0,2152.0,3.0,6864.0,57.0,26434.0,3555.0,4111927.0,12193.0,3232354.0,5.0,943.0
South West,18/07/2021,3331,306320,42.0,2109.0,3.0,6861.0,60.0,26377.0,2749.0,4108372.0,7150.0,3220161.0,1.0,938.0
South West,17/07/2021,3466,302989,27.0,2067.0,7.0,6858.0,51.0,26317.0,7046.0,4105623.0,19925.0,3213011.0,14.0,937.0
South West,16/07/2021,5109,299523,59.0,2040.0,0.0,6851.0,63.0,26266.0,5247.0,4098577.0,15441.0,3193086.0,6.0,923.0
South West,15/07/2021,5868,294414,70.0,1981.0,1.0,6851.0,65.0,26203.0,6578.0,4093330.0,16585.0,3177645.0,6.0,917.0
South West,14/07/2021,4916,288546,69.0,1911.0,3.0,6850.0,51.0,26138.0,5099.0,4086752.0,13912.0,3161060.0,9.0,911.0
South West,13/07/2021,4185,283630,55.0,1842.0,0.0,6847.0,51.0,26087.0,4252.0,4081653.0,10705.0,3147148.0,6.0,902.0
South West,12/07/2021,3617,279445,55.0,1787.0,6.0,6847.0,48.0,26036.0,3817.0,4077401.0,7610.0,3136443.0,5.0,896.0
South West,11/07/2021,2464,275828,23.0,1732.0,2.0,6841.0,40.0,25988.0,2754.0,4073584.0,8401.0,3128833.0,2.0,891.0
