areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate
region,Midlands,E12000004,08/06/2021,10081,2953301,23349,2185568,10,315
region,Midlands,E12000004,07/06/2021,6459,2943220,24779,2162219,5,305
region,Midlands,E12000004,06/06/2021,8649,2936761,32001,2137440,6,300
region,Midlands,E12000004,05/06/2021,12978,2928112,51253,2105439,14,294
region,Midlands,E12000004,04/06/2021,8923,2915134,33884,2054186,8,280
region,Midlands,E12000004,03/06/2021,9052,2906211,34024,2020302,6,272
region,Midlands,E12000004,02/06/2021,8110,2897159,32236,1986278,6,266
region,Midlands,E12000004,01/06/2021,7060,2889049,26496,1954042,4,260
region,Midlands,E12000004,31/05/2021,5816,2881989,16495,1927546,4,256
region,Midlands,E12000004,30/05/2021,10473,2876173,21761,1911051,1,252
region,Midlands,E12000004,29/05/2021,11314,2865700,37037,1889290,5,251
region,Midlands,E12000004,28/05/2021,13357,2854386,35929,1852253,8,246
region,Midlands,E12000004,27/05/2021,21404,2841029,32113,1816324,8,238
region,Midlands,E12000004,26/05/2021,22045,2819625,30674,1784211,8,230
region,Midlands,E12000004,25/05/2021,16533,2797580,28540,1753537,7,222
region,Midlands,E12000004,24/05/2021,9295,2781047,23095,1724997,3,215
region,Midlands,E12000004,23/05/2021,10366,2771752,21226,1701902,1,212
region,Midlands,E12000004,22/05/2021,14669,2761386,42852,1680676,5,211
region,Midlands,E12000004,21/05/2021,13106,2746717,30836,1637824,6,206
region,Midlands,E12000004,20/05/2021,19625,2733611,32637,1606988,6,200
region,Midlands,E12000004,19/05/2021,18816,2713986,24116,1574351,4,194
region,Midlands,E12000004,18/05/2021,13669,2695170,26541,1550235,5,190
region,Midlands,E12000004,17/05/2021,3663,2681501,18604,1523694,1,185
region,Midlands,E12000004,16/05/2021,8458,2677838,21095,1505090,3,184
region,Midlands,E12000004,15/05/2021,15108,2669380,33625,1483995,4,181
region,Midlands,E12000004,14/05/2021,11123,2654272,33718,1450370,2,177
region,Midlands,E12000004,13/05/2021,10812,2643149,37174,1416652,1,175
region,Midlands,E12000004,12/05/2021,9603,2632337,38862,1379478,3,174
region,Midlands,E12000004,11/05/2021,6885,2622734,32780,1340616,9,171
region,Midlands,E12000004,10/05/2021,4682,2615849,20497,1307836,3,162
region,Midlands,E12000004,09/05/2021,5031,2611167,20334,1287339,1,159
region,Midlands,E12000004,08/05/2021,8632,2606136,38565,1267005,5,158
region,Midlands,E12000004,07/05/2021,8248,2597504,36366,1228440,5,153
region,Midlands,E12000004,06/05/2021,7279,2589256,38884,1192074,3,148
region,Midlands,E12000004,05/05/2021,7673,2581977,30118,1153190,8,145
region,Midlands,E12000004,04/05/2021,5187,2574304,21423,1123072,2,137
region,Midlands,E12000004,03/05/2021,5141,2569117,14354,1101649,3,135
region,Midlands,E12000004,02/05/2021,5122,2563976,19793,1087295,1,132
region,Midlands,E12000004,01/05/2021,7579,2558854,29908,1067502,1,131
region,Midlands,E12000004,30/04/2021,6162,2551275,31316,1037594,5,130
region,Midlands,E12000004,29/04/2021,8499,2545113,37636,1006278,4,125
region,Midlands,E12000004,28/04/2021,4953,2536614,32679,968642,0,121
region,Midlands,E12000004,27/04/2021,6119,2531661,27861,935963,4,121
region,Midlands,E12000004,26/04/2021,2392,2525542,24116,908102,4,117
region,Midlands,E12000004,25/04/2021,3228,2523150,25844,883986,2,113
region,Midlands,E12000004,24/04/2021,10259,2519922,41502,858142,3,111
region,Midlands,E12000004,23/04/2021,7386,2509663,37232,816640,4,108
region,Midlands,E12000004,22/04/2021,6411,2502277,34986,779408,4,104
region,Midlands,E12000004,21/04/2021,5260,2495866,34021,744422,5,100
region,Midlands,E12000004,20/04/2021,4389,2490606,27948,710401,3,95
region,Midlands,E12000004,19/04/2021,5444,2486217,18538,682453,4,92
region,Midlands,E12000004,18/04/2021,8508,2480773,20303,663915,0,88
region,Midlands,E12000004,17/04/2021,10748,2472265,35526,643612,4,88
region,Midlands,E12000004,16/04/2021,9072,2461517,36414,608086,3,84
region,Midlands,E12000004,15/04/2021,8215,2452445,33436,571672,3,81
region,Midlands,E12000004,14/04/2021,5128,2444230,25843,538236,2,78
region,Midlands,E12000004,13/04/2021,2668,2439102,20929,512393,1,76
region,Midlands,E12000004,12/04/2021,2380,2436434,14203,491464,3,75
region,Midlands,E12000004,11/04/2021,4011,2434054,16769,477261,3,72
region,Midlands,E12000004,10/04/2021,9257,2430043,33649,460492,2,69
region,Midlands,E12000004,09/04/2021,6222,2420786,35698,426843,3,67
region,Midlands,E12000004,08/04/2021,4344,2414564,34346,391145,3,64
region,Midlands,E12000004,07/04/2021,6119,2410220,28705,356799,1,61
region,Midlands,E12000004,06/04/2021,4807,2404101,12345,328094,1,60
region,Midlands,E12000004,05/04/2021,1956,2399294,5911,315749,0,59
region,Midlands,E12000004,04/04/2021,4558,2397338,5646,309838,0,59
region,Midlands,E12000004,03/04/2021,11432,2392780,12563,304192,1,59
region,Midlands,E12000004,02/04/2021,7880,2381348,20189,291629,0,58
region,Midlands,E12000004,01/04/2021,14696,2373468,26861,271440,3,58
region,Midlands,E12000004,31/03/2021,17690,2358772,23076,244579,3,55
region,Midlands,E12000004,30/03/2021,18991,2341082,16215,221503,2,52
region,Midlands,E12000004,29/03/2021,17310,2322091,9614,205288,1,50
region,Midlands,E12000004,28/03/2021,25133,2304781,8523,195674,1,49
region,Midlands,E12000004,27/03/2021,47441,2279648,16488,187151,4,48
region,Midlands,E12000004,26/03/2021,31580,2232207,16642,170663,1,44
region,Midlands,E12000004,25/03/2021,24239,2200627,17805,154021,1,43
region,Midlands,E12000004,24/03/2021,22517,2176388,16061,136216,3,42
region,Midlands,E12000004,23/03/2021,22749,2153871,7203,120155,1,39
region,Midlands,E12000004,22/03/2021,26335,2131122,4316,112952,0,38
region,Midlands,E12000004,21/03/2021,33449,2104787,1393,108636,0,38
region,Midlands,E12000004,20/03/2021,61359,2071338,4525,107243,0,38
region,Midlands,E12000004,19/03/2021,43643,2009979,5421,102718,0,38
region,Midlands,E12000004,18/03/2021,39923,1966336,6678,97297,2,38
region,Midlands,E12000004,17/03/2021,40592,1926413,7790,90619,4,36
region,Midlands,E12000004,16/03/2021,39631,1885821,4058,82829,0,32
region,Midlands,E12000004,15/03/2021,28464,1846190,1993,78771,0,32
region,Midlands,E12000004,14/03/2021,23301,1817726,904,76778,1,32
region,Midlands,E12000004,13/03/2021,40661,1794425,2648,75874,0,31
region,Midlands,E12000004,12/03/2021,29022,1753764,5144,73226,1,31
region,Midlands,E12000004,11/03/2021,11875,1724742,3608,68082,0,30
region,Midlands,E12000004,10/03/2021,17624,1712867,3386,64474,0,30
region,Midlands,E12000004,09/03/2021,14930,1695243,2829,61088,0,30
region,Midlands,E12000004,08/03/2021,13337,1680313,2888,58259,1,30
region,Midlands,E12000004,07/03/2021,11848,1666976,1729,55371,1,29
region,Midlands,E12000004,06/03/2021,33787,1655128,990,53642,0,28
region,Midlands,E12000004,05/03/2021,29442,1621341,2125,52652,2,28
region,Midlands,E12000004,04/03/2021,26326,1591899,3826,50527,1,26
region,Midlands,E12000004,03/03/2021,20527,1565573,3965,46701,2,25
region,Midlands,E12000004,02/03/2021,15016,1545046,2436,42736,0,23
region,Midlands,E12000004,01/03/2021,16622,1530030,1295,40300,0,23
region,Midlands,E12000004,28/02/2021,18712,1513408,1363,39005,0,23
region,Midlands,E12000004,27/02/2021,37681,1494696,2092,37642,1,23
region,Midlands,E12000004,26/02/2021,44428,1457015,2123,35550,1,22
region,Midlands,E12000004,25/02/2021,40307,1412587,1781,33427,1,21
region,Midlands,E12000004,24/02/2021,34623,1372280,1421,31646,0,20
region,Midlands,E12000004,23/02/2021,26264,1337657,859,30225,1,20
region,Midlands,E12000004,22/02/2021,17253,1311393,742,29366,0,19
region,Midlands,E12000004,21/02/2021,15839,1294140,563,28624,0,19
region,Midlands,E12000004,20/02/2021,29909,1278301,506,28061,0,19
region,Midlands,E12000004,19/02/2021,30862,1248392,485,27555,0,19
region,Midlands,E12000004,18/02/2021,35795,1217530,580,27070,1,19
region,Midlands,E12000004,17/02/2021,35189,1181735,583,26490,0,18
region,Midlands,E12000004,16/02/2021,27468,1146546,212,25907,0,18
region,Midlands,E12000004,15/02/2021,21560,1119078,76,25695,1,18
region,Midlands,E12000004,14/02/2021,19834,1097518,64,25619,1,17
region,Midlands,E12000004,13/02/2021,36665,1077684,82,25555,0,16
region,Midlands,E12000004,12/02/2021,34426,1041019,260,25473,0,16
region,Midlands,E12000004,11/02/2021,34880,1006593,161,25213,1,16
region,Midlands,E12000004,10/02/2021,30251,971713,182,25052,1,15
region,Midlands,E12000004,09/02/2021,29589,941462,103,24870,0,14
region,Midlands,E12000004,08/02/2021,23063,911873,58,24767,0,14
region,Midlands,E12000004,07/02/2021,23856,888810,29,24709,0,14
region,Midlands,E12000004,06/02/2021,37389,864954,27,24680,0,14
region,Midlands,E12000004,05/02/2021,39594,827565,165,24653,0,14
region,Midlands,E12000004,04/02/2021,36527,787971,121,24488,1,14
region,Midlands,E12000004,03/02/2021,35613,751444,91,24367,0,13
region,Midlands,E12000004,02/02/2021,30699,715831,113,24276,1,13
region,Midlands,E12000004,01/02/2021,23965,685132,50,24163,0,12
region,Midlands,E12000004,31/01/2021,28762,661167,132,24113,0,12
region,Midlands,E12000004,30/01/2021,42822,632405,59,23981,0,12
region,Midlands,E12000004,29/01/2021,38797,589583,115,23922,0,12
region,Midlands,E12000004,28/01/2021,34656,550786,57,23807,0,12
region,Midlands,E12000004,27/01/2021,17621,516130,36,23750,0,12
region,Midlands,E12000004,26/01/2021,16618,498509,17,23714,1,12
region,Midlands,E12000004,25/01/2021,14224,481891,17,23697,0,11
region,Midlands,E12000004,24/01/2021,19089,467667,21,23680,0,11
region,Midlands,E12000004,23/01/2021,32261,448578,27,23659,0,11
region,Midlands,E12000004,22/01/2021,40935,416317,24,23632,0,11
region,Midlands,E12000004,21/01/2021,26766,375382,45,23608,0,11
region,Midlands,E12000004,20/01/2021,25963,348616,56,23563,0,11
region,Midlands,E12000004,19/01/2021,22514,322653,95,23507,0,11
region,Midlands,E12000004,18/01/2021,14230,300139,32,23412,0,11
region,Midlands,E12000004,17/01/2021,16642,285909,44,23380,0,11
region,Midlands,E12000004,16/01/2021,20365,269267,52,23336,0,11
region,Midlands,E12000004,15/01/2021,24771,248902,209,23284,0,11
region,Midlands,E12000004,14/01/2021,20217,224131,55,23075,0,11
region,Midlands,E12000004,13/01/2021,19634,203914,141,23020,0,11
region,Midlands,E12000004,12/01/2021,14458,184280,891,22879,1,11
region,Midlands,E12000004,11/01/2021,10250,169822,1206,21988,0,10
region,Midlands,E12000004,10/01/2021,10617,159572,1689,20782,0,10
region,Midlands,E12000004,09/01/2021,18347,148955,1768,19093,1,10
region,Midlands,E12000004,08/01/2021,18170,130608,3206,17325,0,9
region,Midlands,E12000004,07/01/2021,17100,112438,3154,14119,0,9
region,Midlands,E12000004,06/01/2021,5940,95338,3875,10965,0,9
region,Midlands,E12000004,05/01/2021,3331,89398,2631,7090,0,9
region,Midlands,E12000004,04/01/2021,1872,86067,1491,4459,0,9
region,Midlands,E12000004,03/01/2021,1504,84195,477,2968,0,9
region,Midlands,E12000004,02/01/2021,2365,82691,482,2491,1,9
region,Midlands,E12000004,01/01/2021,1351,80326,3,2009,0,8
region,Midlands,E12000004,31/12/2020,6132,78975,464,2006,0,8
region,Midlands,E12000004,30/12/2020,8260,72843,567,1542,1,8
region,Midlands,E12000004,29/12/2020,3122,64583,312,975,0,7
region,Midlands,E12000004,28/12/2020,1285,61461,2,663,0,7
region,Midlands,E12000004,27/12/2020,639,60176,0,661,0,7
region,Midlands,E12000004,26/12/2020,20,59537,0,661,0,7
region,Midlands,E12000004,25/12/2020,2,59517,0,661,0,7
region,Midlands,E12000004,24/12/2020,1767,59515,0,661,0,7
region,Midlands,E12000004,23/12/2020,5767,57748,4,661,1,7
region,Midlands,E12000004,22/12/2020,6509,51981,11,657,1,6
region,Midlands,E12000004,21/12/2020,5696,45472,15,646,0,5
region,Midlands,E12000004,20/12/2020,5445,39776,0,631,1,5
region,Midlands,E12000004,19/12/2020,4841,34331,3,631,1,4
region,Midlands,E12000004,18/12/2020,4977,29490,18,628,0,3
region,Midlands,E12000004,17/12/2020,5198,24513,5,610,1,3
region,Midlands,E12000004,16/12/2020,5161,19315,14,605,0,2
region,Midlands,E12000004,15/12/2020,3746,14154,18,591,1,2
region,Midlands,E12000004,14/12/2020,1783,10408,15,573,0,1
region,Midlands,E12000004,13/12/2020,1299,8625,0,558,0,1
region,Midlands,E12000004,12/12/2020,1286,7326,0,558,0,1
region,Midlands,E12000004,11/12/2020,1420,6040,15,558,0,1
region,Midlands,E12000004,10/12/2020,1580,4620,9,543,1,1
region,Midlands,E12000004,09/12/2020,1539,3040,11,534,,
region,Midlands,E12000004,08/12/2020,772,1501,8,523,,
region,East of England,E12000006,12/07/2022,113,4921533,518,4720746,660,3820972
region,East of England,E12000006,11/07/2022,80,4921420,354,4720228,591,3820312
region,East of England,E12000006,10/07/2022,66,4921340,408,4719874,302,3819721
region,East of England,E12000006,09/07/2022,195,4921274,1063,4719466,888,3819419
region,East of England,E12000006,08/07/2022,114,4921079,630,4718403,758,3818531
region,East of England,E12000006,07/07/2022,121,4920965,599,4717773,802,3817773
region,East of England,E12000006,06/07/2022,113,4920844,493,4717174,651,3816971
region,East of England,E12000006,05/07/2022,111,4920731,584,4716681,747,3816320
region,East of England,E12000006,04/07/2022,61,4920620,356,4716097,591,3815573
region,East of England,E12000006,03/07/2022,77,4920559,565,4715741,392,3814982
region,East of England,E12000006,02/07/2022,182,4920482,974,4715176,838,3814590
region,East of England,E12000006,01/07/2022,121,4920300,607,4714202,646,3813752
region,East of England,E12000006,30/06/2022,101,4920179,423,4713595,721,3813106
region,East of England,E12000006,29/06/2022,98,4920078,410,4713172,660,3812385
region,East of England,E12000006,28/06/2022,97,4919980,534,4712762,735,3811725
region,East of England,E12000006,27/06/2022,81,4919883,347,4712228,640,3810990
region,East of England,E12000006,26/06/2022,75,4919802,329,4711881,388,3810350
region,East of England,E12000006,25/06/2022,229,4919727,959,4711552,1003,3809962
region,East of England,E12000006,24/06/2022,123,4919498,489,4710593,762,3808959
region,East of England,E12000006,23/06/2022,67,4919375,366,4710104,771,3808197
region,East of England,E12000006,22/06/2022,80,4919308,305,4709738,586,3807426
region,East of England,E12000006,21/06/2022,108,4919228,452,4709433,647,3806840
region,East of England,E12000006,20/06/2022,71,4919120,257,4708981,500,3806193
region,East of England,E12000006,19/06/2022,87,4919049,361,4708724,357,3805693
region,East of England,E12000006,18/06/2022,233,4918962,880,4708363,947,3805336
region,East of England,E12000006,17/06/2022,83,4918729,336,4707483,489,3804389
region,East of England,E12000006,16/06/2022,85,4918646,289,4707147,664,3803900
region,East of England,E12000006,15/06/2022,93,4918561,318,4706858,605,3803236
region,East of England,E12000006,14/06/2022,135,4918468,412,4706540,789,3802631
region,East of England,E12000006,13/06/2022,68,4918333,185,4706128,539,3801842
region,East of England,E12000006,12/06/2022,133,4918265,483,4705943,521,3801303
region,East of England,E12000006,11/06/2022,244,4918132,1078,4705460,1166,3800782
region,East of England,E12000006,10/06/2022,113,4917888,421,4704382,728,3799616
region,East of England,E12000006,09/06/2022,90,4917775,302,4703961,706,3798888
